Nombre_de_Curso,Seccion,Modalidad,Edificio,Salon,Inicio,Final,Dias,Catedratico,Auxiliar,Detalle
0386 LABORATORIO DE FISICO QUIMICA 1,A,PRESENCIAL,T-5,LAB-F-Q,07:10,10:40,JU,ANA RUFINA HERRERA SOTO,LESLY JOHANA RUÍZ MARROQUÍN,Sin restricciones
0388 LABORATORIO DE FISICO QUIMICA 2,A,PRESENCIAL,T-5,LAB-F-Q,07:10,10:40,MA,HELEN YESSENIA ESCOBAR RAMOS,LESLY JOHANA RUÍZ MARROQUÍN,Sin restricciones
0392 TERMODINAMICA 2,A,PRESENCIAL,T-7,202,11:30,12:20,LU  MI  VI,ROBERTO GUZMAN ORTIZ,,Sin restricciones
0394 TERMODINAMICA 3,A,PRESENCIAL,T-5,302,11:30,12:20,LU  MI  VI,ANA RUFINA HERRERA SOTO,,Sin restricciones
0410 BALANCE DE MASA Y ENERGIA,A,PRESENCIAL,T-5,302,08:00,08:50,LU  MI  VI,ORLANDO POSADAS VALDEZ,,Sin restricciones
0412 FLUJO DE FLUIDOS,A,PRESENCIAL,T-5,303,10:40,11:30,LU  MI  VI,PABLO ENRIQUE MORALES PANIAGUA,,Sin restricciones
0428 LABORATORIO DE INGENIERIA QUIMICA 1,A,PRESENCIAL,T-5,L-OP-UNI,07:10,11:30,MA,JORGE EMILIO GODINEZ LEMUS,ERVIN HUMBERTO LÓPEZ DE LEÓN,Sin restricciones
0430 LABORATORIO DE INGENIERIA QUIMICA 2,A,PRESENCIAL,T-5,L-OP-UNI,07:10,11:20,SA,MANUEL GILBERTO GALVAN ESTRADA,ERVIN HUMBERTO LÓPEZ DE LEÓN,Sin restricciones
0450 GEOLOGIA,A,PRESENCIAL,T-1,L-III-8,10:40,11:30,MA  JU,CARLA DEYANIRA GORDILLO DE MARCHENA,DIEGO ALFREDO ARREAGA NATARENO,Sin restricciones
0452 CIENCIA DE LOS MATERIALES,A,PRESENCIAL,T-3,216,09:00,09:50,LU  MI  VI,AURELIA ANABELA CORDOVA ESTRADA,,Sin restricciones
0453 MATERIALES DE CONSTRUCCION 1,A,PRESENCIAL,T-3,311,07:10,08:00,LU  MI  VI,MILTON LENIN HERNANDEZ GONZALEZ,,Sin restricciones
0462 ELECTRICIDAD Y ELECTRONICA BASICA,A,PRESENCIAL,T-3,114,09:50,10:40,LU  MI  VI,INGRID SALOME RODRIGUEZ DE LOUKOTA,,Sin restricciones
0522 PROCESOS DE MANUFACTURA 2,A,PRESENCIAL,T-7,301,12:20,13:10,MA  JU,MILTON ALEXANDER FUENTES OROZCO,,Sin restricciones
0601 INVESTIGACION DE OPERACIONES I,A,PRESENCIAL,T-3,216,09:50,10:40,LU  MI  VI,AURELIA ANABELA CORDOVA ESTRADA,,Sin restricciones
0603 INVESTIGACION DE OPERACIONES II,A,PRESENCIAL,T-3,111,09:50,10:40,LU  MI  VI,JULIO CÉSAR VILLATORO SANABRIA,,Sin restricciones
0608 INTROD DE PROYECTOS GERENCIALES,A,PRESENCIAL,T-3,212,10:40,11:30,LU  MI  VI,HUGO LEONEL ALVARADO DE LEON,,Sin restricciones
0610 INFORMATICA,A,PRESENCIAL,T-3,411,10:40,12:20,MI,RENATO ISAAC RIVERA PEREZ,,Ver Restricciones
0634 INGENIERIA DE METODOS,A,PRESENCIAL,T-3,213,07:10,08:00,LU  MI  VI,JOSE ROLANDO CHAVEZ SALAZAR,,Sin restricciones
0636 DISE\O PARA LA PRODUCCION,A,PRESENCIAL,T-3,112,08:00,08:50,LU  MI  VI,ALBERTO EULALIO HERNANDEZ GARCIA,,Sin restricciones
0637 DISEÑO INDUSTRIAL,A,PRESENCIAL,T-3,216,08:00,08:50,LU  MI  VI,JOSE ROLANDO CHAVEZ SALAZAR,,Sin restricciones
0638 CONTROLES INDUSTRIALES,A,PRESENCIAL,T-3,112,07:10,08:00,LU  MI  VI,JULIO  OSWALDO ROJAS  ARGUETA,,Sin restricciones
0639 CONTROL ESTADISTICO DE LA CALIDAD,A,HÍBRIDA,HIBR,VIRTUAL,07:10,08:00,LU  MI  VI,JUAN CARLOS JEREZ  JUAREZ,,Sin restricciones
0640 CONTROL DE LA PRODUCCION,A,VIRTUAL,MEET,VIRTUAL,07:10,08:00,LU  MI  VI,MARIA MARTHA WOLFORD E. DE HERNANDEZ,,Sin restricciones
0642 SEGURIDAD E HIGIENE INDUSTRIAL,A,PRESENCIAL,T-3,105,07:10,08:00,MA  JU,LAURA ROSMERY BRIONES ZELADA,,Sin restricciones
0652 CONTABILIDAD 2,A,PRESENCIAL,T-3,113,07:10,08:00,MA  JU,ELMER DIONICIO SUC CHOCOOJ,,Sin restricciones
0653 INGENIERIA DE COSTOS,A,HÍBRIDA,HIBR,VIRTUAL,07:10,08:00,MA  JU,JUAN CARLOS JEREZ  JUAREZ,,Sin restricciones
0654 CONTABILIDAD 3,A,PRESENCIAL,T-3,315,08:00,08:50,MA  JU,YOCASTA  IVANOBLA ORTIZ DEL CID,,Sin restricciones
0655 ADMINISTRACION FINANCIERA,A,VIRTUAL,MEET,VIRTUAL,07:10,08:00,MA  JU,SELVIN ESTUARDO JOACHIN JUAREZ,,Sin restricciones
0656 ADMINISTRACION DE EMPRESAS 1,A,PRESENCIAL,T-3,105,07:10,08:00,LU  MI  VI,JOSE ANTONIO CAMBARA GODOY,,Sin restricciones
0658 ADMINISTRACION DE PERSONAL,A,VIRTUAL,MEET,VIRTUAL,07:10,08:00,LU  MI  VI,OTTO LEONEL SUÁREZ MOTA,,Sin restricciones
0662 LEGISLACION 1,A,PRESENCIAL,T-1,L-II-2,09:00,09:50,MA  JU,OSCAR APARICIO SEGURA MONZON,,Sin restricciones
0663 LEGISLACION AMBIENTAL 1,A,PRESENCIAL,T-5,302,07:10,08:50,MA,MARIA ALEJANDRA MA VILLATORO,,Sin restricciones
0665 MICROECONOMIA,A,HÍBRIDA,HIBR,VIRTUAL,09:00,09:50,MA  JU,NORA LEONOR GARCIA TOBAR,,Sin restricciones
0667 PROGRAMACION COMERCIAL 1,A,HÍBRIDA,HIBR,VIRTUAL,07:10,08:50,SA,GUIPPSY JEANNIRA MENENDEZ PEREZ,,Sin restricciones
0674 FUNDAMENTOS DE MERCADOTECNIA,A,PRESENCIAL,T-1,L-II-2,07:10,08:00,MA  JU,OSCAR APARICIO SEGURA MONZON,,Sin restricciones
0687 GEOLOGIA ESTRUCTURAL,A,PRESENCIAL,T-3,211,16:30,17:20,MA  JU,JULIO ROBERTO LUNA AROCHE,,Sin restricciones
0700 INGENIERIA ECONOMICA 1,A,HÍBRIDA,HIBR,VIRTUAL,08:00,08:50,LU  MI  VI,ALBA MARITZA GUERRERO SPINOLA,,Sin restricciones
0706 PREPARACION Y EVALUACION DE PROYECTOS 1,A,HÍBRIDA,HIBR,VIRTUAL,09:50,10:40,LU  MI  VI,ALBA MARITZA GUERRERO SPINOLA,,Sin restricciones
0708 PREPARACION Y EVALUACION DE PROYECTOS 2,A,HÍBRIDA,HIBR,VIRTUAL,07:10,08:00,LU  MI  VI,SURIEL CRISTINA ABALLI HERWING,,Sin restricciones
0720 MODELACION Y SIMULACION 2,A,VIRTUAL,MEET,VIRTUAL,19:00,20:40,LU  MI,MIGUEL ANGEL CANCINOS RENDON,,Sin restricciones
0722 TEORIA DE SISTEMAS 1,A,VIRTUAL,MEET,VIRTUAL,07:10,08:50,JU  SA,JORGE LUIS ALVAREZ MEJIA,,Sin restricciones
0724 TEORIA DE SISTEMAS 2,A,VIRTUAL,MEET,VIRTUAL,08:50,10:30,SA,JORGE LUIS ALVAREZ MEJIA,,Sin restricciones
0724 TEORIA DE SISTEMAS 2,A,VIRTUAL,MEET,VIRTUAL,07:10,08:50,MA,JORGE LUIS ALVAREZ MEJIA,,Sin restricciones
0729 MODELACION Y SIMULACION 1,A,VIRTUAL,MEET,VIRTUAL,07:10,08:50,MI  VI,CESAR AUGUSTO FERNANDEZ CACERES,,Sin restricciones
0732 ESTADISTICA 1,A,VIRTUAL,MEET,VIRTUAL,07:10,08:00,LU MA MI JU,CLAUDIA CECILIA CONTRERAS FOLGAR DE ALFARO,WALTER DODANIM LÓPEZ GÓMEZ,Sin restricciones
0734 ESTADISTICA 2,A,PRESENCIAL,T-3,212,08:00,08:50,LU MA MI JU,MAYRA VIRGINIA CARVAJAL CASTILLO,WALTER DODANIM LÓPEZ GÓMEZ,Sin restricciones
0736 ANALISIS PROBABILISTICO,A,VIRTUAL,MEET,VIRTUAL,09:50,10:40,LU MA MI JU,LADY MARIEBELIA ELIAS ESTRADA,MÁDELYN ZUSETH PÉREZ ROSALES,Sin restricciones
0770 INTRODUCCION A LA PROGRAMACION Y COMPUTACION 1,A,PRESENCIAL,T-3,114,07:10,10:30,SA,MARLON FRANCISCO ORELLANA LOPEZ,,Sin restricciones
0771 INTRODUCCION A LA PROGRAMACION Y COMPUTACION 2,A,HÍBRIDA,HIBR,VIRTUAL,07:10,08:50,JU VI,MARLON ANTONIO PEREZ TURK,,Sin restricciones
0772 ESTRUCTURAS DE DATOS,A,HÍBRIDA,HIBR,VIRTUAL,07:10,08:50,MI  VI,EDGAR RENE ORNELIS HOIL,,Sin restricciones
0773 MANEJO E IMPLEMENTACION DE ARCHIVOS,A,HÍBRIDA,HIBR,VIRTUAL,07:10,08:50,MA MI,JUAN ALVARO DIAZ ARDAVIN,,Sin restricciones
0775 SISTEMAS DE BASES DE DATOS 2,A,HÍBRIDA,HIBR,VIRTUAL,07:10,08:50,MI   SA,OTTO AMILCAR RODRIGUEZ ACOSTA,,Sin restricciones
0778 ARQUITECTURA DE COMPUTADORES Y ENSAMBLADORES 1,A,PRESENCIAL,T-3,312,10:40,12:20,MA  JU,OTTO RENE ESCOBAR LEIVA,,Sin restricciones
0779 ARQUITECTURA DE COMPUTADORES Y ENSAMBLADORES 2,A,PRESENCIAL,T-1,L-II-1,10:40,12:20,MI,GABRIEL ALEJANDRO DIAZ LOPEZ,,Sin restricciones
0779 ARQUITECTURA DE COMPUTADORES Y ENSAMBLADORES 2,A,PRESENCIAL,T-1,L-II-1,10:30,12:10,SA,GABRIEL ALEJANDRO DIAZ LOPEZ,,Sin restricciones
0780 SOFTWARE AVANZADO,A,HÍBRIDA,HIBR,VIRTUAL,07:10,08:50,MA  JU,EVEREST DARWIN MEDINILLA RODRIGUEZ,,Sin restricciones
0781 ORGANIZACION DE LENGUAJES Y COMPILADORES 2,A,VIRTUAL,MEET,VIRTUAL,12:10,13:50,SA,BAYRON WOSVELY LOPEZ LOPEZ,,Sin restricciones
0781 ORGANIZACION DE LENGUAJES Y COMPILADORES 2,A,VIRTUAL,MEET,VIRTUAL,07:10,08:50,LU,BAYRON WOSVELY LOPEZ LOPEZ,,Sin restricciones
0785 ANALISIS Y DISE\O DE SISTEMAS 2,A,HÍBRIDA,HIBR,VIRTUAL,17:20,19:00,LU MA,CLAUDIA LICETH ROJAS MORALES,,Sin restricciones
0786 SISTEMAS ORGANIZACIONALES Y GERENCIALES 1,A,VIRTUAL,MEET,VIRTUAL,10:30,13:50,SA,FERNANDO JOSÉ PAZ GONZÁLEZ,,Sin restricciones
0795 LOGICA DE SISTEMAS,A,VIRTUAL,MEET,VIRTUAL,08:00,10:30,SA,VIRGINIA VICTORIA TALA AYERDI,,Sin restricciones
0797 SEMINARIO DE SISTEMAS I,A,VIRTUAL,MEET,VIRTUAL,07:10,08:50,VI,MANUEL FERNANDO LOPEZ FERNANDEZ,,Sin restricciones
0798 SEMINARIO DE SISTEMAS 2,A,VIRTUAL,MEET,VIRTUAL,09:00,12:20,LU,LUIS ALBERTO VETTORAZZI ESPANA,,Sin restricciones
0799 SEMINARIO DE INVESTIGACION,A,VIRTUAL,MEET,VIRTUAL,07:10,08:50,MI,CARLOS ALFREDO AZURDIA MORALES,,Sin restricciones
0960 MATEMATICA PARA COMPUTACION 1,A,PRESENCIAL,T-3,414,10:40,11:30,LU  MI  VI,CARLOS AUGUSTO MORALES SANTACRUZ,EDUARDO RENÉ AGUSTIN MENDOZA,Sin restricciones
0962 MATEMATICA PARA COMPUTACION 2,A,PRESENCIAL,T-1,L-II-2,10:40,11:30,LU  MI  VI,JOSE ALFREDO GONZALEZ DIAZ,BRAYAN ALEXANDER MEJÍA BARRIENTOS,Sin restricciones
0964 ORGANIZACION COMPUTACIONAL,A,PRESENCIAL,T-3,316,09:00,10:40,MA  JU,OTTO RENE ESCOBAR LEIVA,,Sin restricciones
0968 INTELIGENCIA ARTIFICIAL 2,A,VIRTUAL,0000,00000000,10:40,12:20,LU,LUIS FERNANDO ESPINO BARRIOS,,Sin restricciones
0970 REDES DE COMPUTADORAS 1,A,VIRTUAL,MEET,VIRTUAL,07:10,10:40,JU,LUIS FERNANDO ESPINO BARRIOS,,Sin restricciones
0972 INTELIGENCIA ARTIFICIAL 1,A,VIRTUAL,MEET,VIRTUAL,07:10,10:30,LU,LUIS FERNANDO ESPINO BARRIOS,,Sin restricciones
1023 DIPLOMADO EN ACONDICIONAMIENTO DEL AGUA EN LA INDUSTRIA,A,VIRTUAL,MEET,VIRTUAL,08:00,13:00,SA,JORGE LUIS PALACIOS PINTO,,Sin restricciones
2004 PRACTICAS FINALES INGENIERIA ELECTRICA,A,PRESENCIAL,EPS,EPS-1,20:40,21:30,LU,FRANCISCO JAVIER GONZALEZ LOPEZ,,Sin restricciones
2005 PRACTICAS FINALES INGENIERIA INDUSTRIAL,A,PRESENCIAL,EPS,EPS-1,20:40,21:30,LU,SIGRID ALITZA CALDERON DE LEON,,Sin restricciones
2006 PRACTICAS FINALES INGENIERIA MECANICA ELECTRICA,A,PRESENCIAL,EPS,EPS-1,20:40,21:30,MA,FRANCISCO JAVIER GONZALEZ LOPEZ,,Sin restricciones
3022 PSICOLOGIA INDUSTRIAL (DIPLOMADO),A,PRESENCIAL,T-3,411,08:00,08:50,MA  JU,OTTO LEONEL SUÁREZ MOTA,,Sin restricciones
3116 MATEMATICA APLICADA 3 (DIPLOMADO),A,PRESENCIAL,T-3,113,09:00,09:50,LU  MI  VI,JOSE ALFONSO VELASQUEZ DIAZ,,Sin restricciones
3118 MATEMATICA APLICADA 1 (DIPLOMADO),A,PRESENCIAL,T-3,113,09:50,10:40,LU  MI  VI,JOSE ALFONSO VELASQUEZ DIAZ,,Sin restricciones
3123 MATEMATICA APLICADA 5 (DIPLOMADO),A,PRESENCIAL,T-3,309,07:10,08:00,LU  MI  VI,LUIS CARLOS BOLANOS MENDEZ,,Sin restricciones
3656 ADMINISTRACION DE EMPRESAS 1 (DIPLOMADO),A,PRESENCIAL,T-3,105,07:10,08:00,LU  MI  VI,JOSE ANTONIO CAMBARA GODOY,,Sin restricciones
3658 ADMINISTRACION DE PERSONAL (DIPLOMADO),A,VIRTUAL,MEET,VIRTUAL,07:10,08:00,LU  MI  VI,OTTO LEONEL SUÁREZ MOTA,,Sin restricciones
3662 LEGISLACION 1 (DIPLOMADO),A,PRESENCIAL,T-1,L-II-2,09:00,09:50,MA  JU,OSCAR APARICIO SEGURA MONZON,,Sin restricciones
0005 TECNICAS DE ESTUDIO E INVESTIGACION,A,PRESENCIAL,T-3,305,08:00,08:50,SA,KENNETH ISSUR ESTRADA RUIZ,,Sin restricciones
0090 PROGRAMACION DE COMPUTADORAS 1,A,HÍBRIDA,0000,00000000,10:30,12:10,SA,CARLOS EDUARDO SOTO MARROQUIN,,Sin restricciones
0281 SISTEMAS OPERATIVOS 1,A,HÍBRIDA,ET,CERRADO,17:20,19:00,MA,STAFF,,Sin restricciones
0283 ANALISIS Y DISE\O DE SISTEMAS 1,A,HÍBRIDA,0000,00000000,19:00,20:40,VI,EDDY FERNANDO DÍAZ GALINDO,,Sin restricciones
0285 SISTEMAS OPERATIVOS 2,A,HÍBRIDA,0000,00000000,12:20,14:00,VI,JOSUE ROLANDO GRAMAJO ROLDÁN,,Sin restricciones
0667 PROGRAMACION COMERCIAL 1,A,HÍBRIDA,0000,00000000,10:30,12:10,SA,ELVIS JOSEPH VÁSQUEZ VILLATORO,,Sin restricciones
0720 MODELACION Y SIMULACION 2,A,VIRTUAL,0000,00000000,19:00,20:40,VI,ANDRÉ JOAQUIN ORTEGA DE PAZ,,Sin restricciones
0724 TEORIA DE SISTEMAS 2,A,VIRTUAL,MEET,VIRTUAL,09:00,10:40,MA,JORGE LUIS ALVAREZ MEJIA,,Sin restricciones
0729 MODELACION Y SIMULACION 1,A,VIRTUAL,0000,00000000,18:00,19:40,SA,DYLLAN JOSÉ RODRIGO GARCÍA MEJÍA,,Sin restricciones
0770 INTRODUCCION A LA PROGRAMACION Y COMPUTACION 1,A,HÍBRIDA,0000,00000000,14:50,16:30,JU,ANTHONY ALEXANDER AQUINO SANTIAGO,,Sin restricciones
0771 INTRODUCCION A LA PROGRAMACION Y COMPUTACION 2,A,HÍBRIDA,0000,00000000,10:40,12:20,JU,ANGELY NAOMI MARROQUÍN TAPAZ,,Sin restricciones
0772 ESTRUCTURAS DE DATOS,A,HÍBRIDA,0000,00000000,10:40,12:20,MA,STEVEN FACUNDO MEJÍA XOLOP,,Sin restricciones
0773 MANEJO E IMPLEMENTACION DE ARCHIVOS,A,HÍBRIDA,0000,00000000,10:40,12:20,VI,YONATHÁN ALEXANDER HERNÁNDEZ SATZ,,Sin restricciones
0775 SISTEMAS DE BASES DE DATOS 2,A,HÍBRIDA,0000,00000000,10:30,12:10,SA,EMILIANO JOSÉ ALEXANDER VELÁSQUEZ NAJERA,,Sin restricciones
0778 ARQUITECTURA DE COMPUTADORES Y ENSAMBLADORES 1,A,PRESENCIAL,0000,00000000,13:50,15:30,SA,HUGO SEBASTIAN MARTÍNEZ HERNÁNDEZ,,Sin restricciones
0779 ARQUITECTURA DE COMPUTADORES Y ENSAMBLADORES 2,A,PRESENCIAL,T-3,LAB-IND2,07:10,08:50,SA,SERGIO ANDRÉ LIMA CORADO,,Sin restricciones
0780 SOFTWARE AVANZADO,A,HÍBRIDA,0000,00000000,09:40,11:20,SA,JULIO ROBERTO VELASQUEZ SANTIAGO,,Sin restricciones
0781 ORGANIZACION DE LENGUAJES Y COMPILADORES 2,A,HÍBRIDA,0000,00000000,17:20,19:00,LU,HENRY RONELY MENDOZA AGUILAR,,Sin restricciones
0785 ANALISIS Y DISE\O DE SISTEMAS 2,A,HÍBRIDA,0000,00000000,15:30,17:10,SA,SAUL ESTEBAN CASTELLANOS UBEDA,,Sin restricciones
0786 SISTEMAS ORGANIZACIONALES Y GERENCIALES 1,A,VIRTUAL,0000,00000000,07:10,08:50,SA,EDGARDO ANDRÉS NIL GUZMÁN,,Sin restricciones
0797 SEMINARIO DE SISTEMAS I,A,HÍBRIDA,0000,00000000,10:40,12:20,VI,GERBER EMERSON ORDOÑEZ TUCUBAL,,Sin restricciones
0798 SEMINARIO DE SISTEMAS 2,A,HÍBRIDA,0000,00000000,15:40,17:20,LU,JOSÉ ALEJANDRO LORENTY HERRERA,,Sin restricciones
0964 ORGANIZACION COMPUTACIONAL,A,PRESENCIAL,T-3,310,10:30,12:10,SA,DANIEL ALEXANDER CANO PÉREZ,,Sin restricciones
0970 REDES DE COMPUTADORAS 1,A,PRESENCIAL,T-3,114,17:10,18:50,SA,STEVEN JOSUE GONZÁLEZ MONROY,,Sin restricciones
0972 INTELIGENCIA ARTIFICIAL 1,A,HÍBRIDA,0000,00000000,17:20,19:00,MI,ROBIN OMAR BUEZO DÍAZ,,Sin restricciones
0392 TERMODINAMICA 2,A,PRESENCIAL,T-7,202,12:20,13:10,MA  JU,ROBERTO GUZMAN ORTIZ,,Sin restricciones
0601 INVESTIGACION DE OPERACIONES I,A,PRESENCIAL,T-3,112,11:30,12:20,MA  JU,JULIO CÉSAR VILLATORO SANABRIA,,Sin restricciones
0603 INVESTIGACION DE OPERACIONES II,A,PRESENCIAL,T-3,311,10:40,11:30,MA  JU,JAVIER ANTONIO CERÓN ROSALES,,Sin restricciones
0634 INGENIERIA DE METODOS,A,PRESENCIAL,T-3,404,08:50,10:30,SA,JULIO CÉSAR VILLATORO SANABRIA,,Sin restricciones
0636 DISE\O PARA LA PRODUCCION,A,PRESENCIAL,T-3,105,15:30,17:10,SA,BRIAN JOSÉ JIMÉNEZ	MARTÍNEZ,,Sin restricciones
0637 DISEÑO INDUSTRIAL,A,PRESENCIAL,T-3,105,13:50,15:30,SA,BRIAN JOSÉ JIMÉNEZ	MARTÍNEZ,,Sin restricciones
0638 CONTROLES INDUSTRIALES,A,PRESENCIAL,T-3,309,07:10,08:50,SA,EMELY LORENA CAMEY MARTINEZ,,Sin restricciones
0639 CONTROL ESTADISTICO DE LA CALIDAD,A,PRESENCIAL,T-3,309,10:30,12:10,SA,EMELY LORENA CAMEY MARTINEZ,,Sin restricciones
0640 CONTROL DE LA PRODUCCION,A,PRESENCIAL,T-3,316,07:10,08:50,SA,GLADYS MARÍA ESTRADA QUINTANILLA,,Sin restricciones
0652 CONTABILIDAD 2,A,PRESENCIAL,T-3,113,13:50,15:30,SA,KAREN NATALIE MEINICKE PALACIOS,,Sin restricciones
0653 INGENIERIA DE COSTOS,A,PRESENCIAL,T-3,111,07:10,08:50,SA,OWEN TORRES RIVERA,,Sin restricciones
0654 CONTABILIDAD 3,A,PRESENCIAL,T-3,113,07:10,08:50,SA,KAREN NATALIE MEINICKE PALACIOS,,Sin restricciones
0655 ADMINISTRACION FINANCIERA,A,PRESENCIAL,T-3,113,10:30,12:10,SA,KAREN NATALIE MEINICKE PALACIOS,,Sin restricciones
0658 ADMINISTRACION DE PERSONAL,A,PRESENCIAL,T-3,410,12:10,13:50,SA,YESSICA ROSMERY CHAMALE NIÑOS,,Sin restricciones
0665 MICROECONOMIA,A,VIRTUAL,MEET,VIRTUAL,11:30,12:20,JU,NORA LEONOR GARCIA TOBAR,,Sin restricciones
0674 FUNDAMENTOS DE MERCADOTECNIA,A,PRESENCIAL,T-3,112,12:10,13:50,SA,JUAN CARLOS GODINEZ OROZCO,,Sin restricciones
0732 ESTADISTICA 1,A,VIRTUAL,MEET,VIRTUAL,07:10,08:00,VI,WALTER DODANIM LÓPEZ GÓMEZ,,Sin restricciones
0734 ESTADISTICA 2,A,PRESENCIAL,T-3,212,08:00,08:50,VI,WALTER DODANIM LÓPEZ GÓMEZ,,Sin restricciones
0736 ANALISIS PROBABILISTICO,A,VIRTUAL,MEET,VIRTUAL,09:50,10:40,VI,MÁDELYN ZUSETH PÉREZ ROSALES,,Sin restricciones
0014 ECONOMIA,A+,VIRTUAL,MEET,VIRTUAL,10:30,12:10,SA,ILEANA GUISELA RALDA R. DE ILLESCAS,,Ver Restricciones
0028 ECOLOGIA,A+,PRESENCIAL,T-3,316,10:40,11:30,LU  MI  VI,MARILYN CARIBEL ROJAS MALDONADO,,Ver Restricciones
0150 FISICA 1,A+,PRESENCIAL,S-12,303,07:10,08:00,LU  MI JU VI,ERIC JOSUE JACOBS MAZARIEGOS,JOHAN ESTIVEN SABÁN LÓPEZ,Ver Restricciones
0362 ANALISIS CUALITATIVO,A+,PRESENCIAL,T-7,106,12:20,13:10,LU  MI  VI,CESAR ALFONSO GARCIA GUERRA,,Ver Restricciones
0664 LEGISLACION 2,A+,PRESENCIAL,T-1,L-II-2,08:00,08:50,MA  JU,OSCAR APARICIO SEGURA MONZON,,Ver Restricciones
0796 LENGUAJES FORMALES Y DE PROGRAMACION,A+,HÍBRIDA,HIBR,VIRTUAL,07:10,08:50,MA,OTTO AMILCAR RODRIGUEZ ACOSTA,,Ver Restricciones
2025 PRACTICAS INICIALES,A+,PRESENCIAL,S-12,106,09:00,10:40,JU,MAYRA REBECA GARCIA SORIA DE SIERRA,,Ver Restricciones
2036 PRACTICAS INTERMEDIAS,A+,PRESENCIAL,EPS,EPS-1,09:50,11:30,MA,OSCAR ARGUETA HERNANDEZ,,Ver Restricciones
3664 LEGISLACION 2 (DIPLOMADO),A+,PRESENCIAL,T-1,L-II-2,08:00,08:50,MA  JU,OSCAR APARICIO SEGURA MONZON,,Ver Restricciones
0796 LENGUAJES FORMALES Y DE PROGRAMACION,A+,HÍBRIDA,0000,00000000,19:00,20:40,MA,DANNY HUGO BRYAN TEJAXÚN PICHIYÁ,,Sin restricciones
0014 ECONOMIA,A-,VIRTUAL,MEET,VIRTUAL,10:30,12:10,SA,EVELYN CAROLINA MORALES RUIZ,,Ver Restricciones
0028 ECOLOGIA,A-,PRESENCIAL,T-3,110,10:40,11:30,LU  MI  VI,GERARDO ORDONEZ,,Ver Restricciones
0150 FISICA 1,A-,PRESENCIAL,S-12,304,07:10,08:00,LU  MI JU VI,PAMELA  CRISTINA SIKAHALL  URIZAR,SERGIO LUIS VALDÉZ PÉREZ,Ver Restricciones
0362 ANALISIS CUALITATIVO,A-,PRESENCIAL,T-3,216,12:20,13:10,LU  MI  VI,VICTOR MANUEL MONZON VALDEZ,,Ver Restricciones
0664 LEGISLACION 2,A-,PRESENCIAL,T-3,111,08:00,08:50,MA  JU,JULIO CÉSAR VILLATORO SANABRIA,,Ver Restricciones
0796 LENGUAJES FORMALES Y DE PROGRAMACION,A-,HÍBRIDA,HIBR,VIRTUAL,07:10,08:50,MA,VIVIAN DAMARIS CAMPOS GONZALEZ,,Ver Restricciones
2025 PRACTICAS INICIALES,A-,PRESENCIAL,S-12,103,09:00,10:40,JU,CHRISTA DEL ROSARIO CLASSON REHWOLDT DE PINTO,,Ver Restricciones
2036 PRACTICAS INTERMEDIAS,A-,PRESENCIAL,T-3,212,09:50,11:30,MA,SILVIO JOSE RODRIGUEZ SERRANO,,Ver Restricciones
3664 LEGISLACION 2 (DIPLOMADO),A-,PRESENCIAL,T-3,111,08:00,08:50,MA  JU,JULIO CÉSAR VILLATORO SANABRIA,,Ver Restricciones
0796 LENGUAJES FORMALES Y DE PROGRAMACION,A-,HÍBRIDA,0000,00000000,15:40,17:20,VI,LUISA MARÍA ORTÍZ ROMERO,,Sin restricciones
0354 QUIMICA 3,A1,PRESENCIAL,T-3,209,11:30,12:20,LU  MI  VI,MERCEDES ESTHER ROQUEL CHAVEZ,,Ver Restricciones
9000 P.A.P. DE MATEMATICA PARA INGENIERIA,A1,PRESENCIAL,S-12,301,07:10,08:00,LU MA MI JU VI,WENDY MARISOL OROZCO MIRANDA,,Sin restricciones
0147 FISICA BASICA,A1,PRESENCIAL,S-11,LAB-FIS1,07:10,08:50,MI,FRANCISCO ALBERTO NAVARRO OROZCO,,Sin restricciones
0150 FISICA 1,A1,PRESENCIAL,S-11,LAB-FIS1,07:10,08:50,MA,FRANCISCO ALBERTO NAVARRO OROZCO,,Sin restricciones
0152 FISICA 2,A1,PRESENCIAL,S-11,LAB-FIS2,07:10,08:50,JU,FRANCISCO ALBERTO NAVARRO OROZCO,,Sin restricciones
0154 FISICA 3,A1,PRESENCIAL,S-11,LAB-FIS2,16:30,18:10,MA,PEDRO PABLO GUZMAN MILIAN,,Sin restricciones
0156 FISICA 4,A1,PRESENCIAL,S-11,LAB-FIS3,16:30,18:10,JU,ELMER ESTUARDO TRIQUIZ SUCUQUÍ,,Sin restricciones
0352 QUIMICA 2,A1,PRESENCIAL,T-5,LAB-Q1,15:40,17:20,JU,BYRON RENE AGUILAR UCK,,Sin restricciones
0522 PROCESOS DE MANUFACTURA 2,A1,PRESENCIAL,T-7,CNC,19:00,20:40,LU,VICTOR MANUEL RUIZ HERNANDEZ,,Sin restricciones
0354 QUIMICA 3,A2,PRESENCIAL,T-3,210,11:30,12:20,LU  MI  VI,JULIO RICARDO DIAZ PAPPA,,Ver Restricciones
0147 FISICA BASICA,A2,PRESENCIAL,S-11,LAB-FIS2,07:10,08:50,MI,JUAN MIGUEL MONTEALEGRE GOMEZ,,Sin restricciones
