Nombre_de_Curso,Seccion,Modalidad,Edificio,Salon,Inicio,Final,Dias,Catedratico,Auxiliar,Detalle
0522 PROCESOS DE MANUFACTURA 2,.K,PRESENCIAL,T-7,CNC,15:40,17:20,MA,VICTOR MANUEL RUIZ HERNANDEZ,,Sin restricciones
0200 INGENIERIA ELECTRICA 1,_K,PRESENCIAL,T-1,LAB ELEC,17:20,19:00,MA,BRIAN  ENRIQUE CHICOL  MORALES,,Sin restricciones
0204 CIRCUITOS ELECTRICOS 1,_K,PRESENCIAL,T-1,LAB-CIRC,08:00,09:40,MI,JORGE GILBERTO GONZALEZ PADILLA,,Sin restricciones
0354 QUIMICA 3,_K,PRESENCIAL,T-5,LAB-Q1,13:50,16:20,SA,GERARDO ORDONEZ,,Sin restricciones
0520 PROCESOS DE MANUFACTURA 1,_K,PRESENCIAL,T-7,LAB-MEC,09:00,10:40,MI,LUIS EDUARDO CORONADO NOJ,,Ver Restricciones
0522 PROCESOS DE MANUFACTURA 2,_K,PRESENCIAL,T-7,LAB-MEC,09:00,10:40,MI,CARLOS ENRIQUE CHICOL CABRERA,,Ver Restricciones
0005 TECNICAS DE ESTUDIO E INVESTIGACION,K,PRESENCIAL,T-3,414,15:40,17:20,LU,KENNETH LUBECK CORADO ESQUIVEL,,Sin restricciones
0006 IDIOMA TECNICO 1,K,PRESENCIAL,S-12,102,10:40,12:20,LU  MI,ERICKA NATHALIE LOPEZ TORRES,,Sin restricciones
0101 AREA MATEMATICA BASICA 1,K,PRESENCIAL,S-12,404,07:10,08:50,LU MA MI  VI,FABIOLA BEATRIZ RAMIREZ PINTO,MARIANO ARTURO ESTRADA ESTRADA,Sin restricciones
0348 QUIMICA GENERAL 1,K,PRESENCIAL,S-12,104,11:30,12:20,LU MA MI  VI,TANNIA MAGALY DE LEON MORAN,,Sin restricciones
2002 PRACTICAS FINALES INGENIERIA QUIMICA,K,PRESENCIAL,EPS,EPS-1,20:40,21:30,JU,SERGIO ALEJANDRO RECINOS,,Sin restricciones
0005 TECNICAS DE ESTUDIO E INVESTIGACION,K,PRESENCIAL,T-3,410,13:10,14:00,MI,INGRID MARISOL FLORES ESTRADA,,Sin restricciones
0348 QUIMICA GENERAL 1,K1,PRESENCIAL,T-5,LAB-Q1,09:00,10:40,JU,DENNIS ANDRÉ GONZÁLEZ FLORES,,Sin restricciones
0348 QUIMICA GENERAL 1,K2,PRESENCIAL,T-5,LAB-Q1,09:00,10:40,JU,DENNIS ANDRÉ GONZÁLEZ FLORES,,Sin restricciones
0522 PROCESOS DE MANUFACTURA 2,.L,PRESENCIAL,T-7,CNC,15:40,17:20,MA,VICTOR MANUEL RUIZ HERNANDEZ,,Sin restricciones
0200 INGENIERIA ELECTRICA 1,_L,PRESENCIAL,T-1,LAB-ELEC,17:20,19:00,JU,BRIAN  ENRIQUE CHICOL  MORALES,,Sin restricciones
0204 CIRCUITOS ELECTRICOS 1,_L,PRESENCIAL,T-1,LAB-CIRC,09:50,11:30,MI,JORGE GILBERTO GONZALEZ PADILLA,,Sin restricciones
0520 PROCESOS DE MANUFACTURA 1,_L,PRESENCIAL,T-7,LAB-MEC,09:00,10:40,JU,LUIS EDUARDO CORONADO NOJ,,Ver Restricciones
0522 PROCESOS DE MANUFACTURA 2,_L,PRESENCIAL,T-7,LAB-MEC,09:00,10:40,JU,CARLOS ENRIQUE CHICOL CABRERA,,Ver Restricciones
0005 TECNICAS DE ESTUDIO E INVESTIGACION,L,PRESENCIAL,T-3,310,08:50,10:30,SA,EDWIN JOSUE IXPATA REYES,,Ver Restricciones
0017 AREA SOCIAL HUMANISTICA 1,L,PRESENCIAL,S-12,303,09:50,10:40,LU MA MI JU,PEDRO RAFAEL MORAN ARAGON,,Ver Restricciones
0039 DEPORTES 1,L,PRESENCIAL,T-3,317,09:00,09:50,MI,NOEL JOEL GRAMAJO MONTERROSO,JOSÉ EMANUEL SALAZAR CANO,Ver Restricciones
0069 AREA TECNICA COMPLEMENTARIA 1,L,PRESENCIAL,S-11,105-DIB,09:00,10:40,VI,JUAN ALBERTO ORTIZ ESTURBAN,LESLY MELISSA SIQUE SANTOS,Ver Restricciones
0101 AREA MATEMATICA BASICA 1,L,PRESENCIAL,S-12,106,07:10,08:50,LU MA MI  VI,OSCAR ALBERTO MARTINEZ LOBOS,ABEL ALEJANDRO SALGUERO UCELO,Ver Restricciones
0348 QUIMICA GENERAL 1,L,PRESENCIAL,T-7,101,08:00,08:50,LU MA MI  VI,TELMA MARICELA CANO MORALES,,Ver Restricciones
2001 PRACTICAS FINALES INGENIERIA CIVIL,L,PRESENCIAL,EPS,EPS-1,20:40,21:30,LU,CHRISTA DEL ROSARIO CLASSON REHWOLDT DE PINTO,,Sin restricciones
0005 TECNICAS DE ESTUDIO E INVESTIGACION,L,PRESENCIAL,T-3,305,10:30,11:20,SA,KENNETH ISSUR ESTRADA RUIZ,,Sin restricciones
0254 HIDROLOGIA,L+,PRESENCIAL,T-3,311,18:10,19:50,JU,CLAUDIO CESAR CASTAÑON CONTRERAS,,Ver Restricciones
0254 HIDROLOGIA,L-,PRESENCIAL,T-3,407,16:30,18:10,JU,CLAUDIO CESAR CASTAÑON CONTRERAS,,Ver Restricciones
0200 INGENIERIA ELECTRICA 1,_M,PRESENCIAL,T-1,LAB-ELEC,19:00,20:40,MA,BRIAN  ENRIQUE CHICOL  MORALES,,Sin restricciones
0006 IDIOMA TECNICO 1,M,PRESENCIAL,S-12,307,10:40,12:20,MA  JU,CARLOS LEONEL MUÑOZ LEMUS,,Ver Restricciones
0017 AREA SOCIAL HUMANISTICA 1,M,PRESENCIAL,S-12,408,09:00,09:50,LU MA  JU VI,PEDRO RAFAEL MORAN ARAGON,,Ver Restricciones
0039 DEPORTES 1,M,PRESENCIAL,T-3,317,11:30,12:20,MI,MARIO ENRIQUE RIVERA GONZALEZ,JOSÉ EMANUEL SALAZAR CANO,Ver Restricciones
0069 AREA TECNICA COMPLEMENTARIA 1,M,PRESENCIAL,S-11,105-DIB,09:00,10:40,MI,ANDREA SUSANA LÓPEZ RAMÍREZ,LESLY MELISSA SIQUE SANTOS,Ver Restricciones
0101 AREA MATEMATICA BASICA 1,M,PRESENCIAL,S-12,408,07:10,08:50,LU MA MI  VI,EDER KEITH PAZ TIGUILA,JENNIFER ELIZABETH MUÑOZ CALDERÓN,Ver Restricciones
0103 AREA MATEMATICA BASICA 2,M,PRESENCIAL,T-3,111,13:10,14:50,LU MA MI  VI,SILVIA PATRICIA HURTARTE HERNANDEZ,JENNIFER ELIZABETH MUÑOZ CALDERÓN,Sin restricciones
0112 AREA MATEMATICA INTERMEDIA 2,M,PRESENCIAL,T-3,209,14:00,14:50,LU MA MI  VI,FRANCISCO JAVIER GARCIA FLORES,VINICIO DAVID SANTOS ORTEGA,Sin restricciones
0114 AREA MATEMATICA INTERMEDIA 3,M,PRESENCIAL,T-3,209,14:50,15:40,LU MA MI  VI,FRANCISCO JAVIER GARCIA FLORES,VINICIO DAVID SANTOS ORTEGA,Sin restricciones
0288 INTRODUCCION AL ESTUDIO DE IMPACTO AMBIENTAL,M,HÍBRIDA,HIBR,VIRTUAL,16:30,17:20,LU  MI  VI,PABLO CESAR ANÍBAL SARAVIA SOLARES,,Sin restricciones
0390 TERMODINAMICA 1,M,PRESENCIAL,T-7,301,13:10,14:00,LU  MI  VI,ESDRAS FELICIANO MIRANDA OROZCO,,Sin restricciones
0440 MICROBIOLOGIA,M,PRESENCIAL,T-5,302,15:40,16:30,LU  MI  VI,PABLO ENRIQUE MORALES PANIAGUA,,Sin restricciones
0504 MOTORES DE COMBUSTION INTERNA,M,PRESENCIAL,T-7,106,14:00,14:50,LU  MI  VI,BYRON GIOVANNI PALACIOS COLINDRES,,Sin restricciones
0603 INVESTIGACION DE OPERACIONES II,M,PRESENCIAL,T-3,411,14:00,14:50,LU  MI  VI,VICTOR MANUEL AVILA SARMIENTO,,Sin restricciones
0658 ADMINISTRACION DE PERSONAL,M,PRESENCIAL,T-3,112,19:00,19:50,LU  MI  VI,MIRIAM PATRICIA RUBIO CONTRERAS DE AKU,LUIS FELIPE MENDOZA MORALES,Sin restricciones
0672 FUNDAMENTOS DE ADMINISTRACION,M,VIRTUAL,MEET,VIRTUAL,13:10,14:00,LU  MI  VI,CESAR ERNESTO URQUIZU RODAS,,Sin restricciones
0708 PREPARACION Y EVALUACION DE PROYECTOS 2,M,PRESENCIAL,T-1,L-II-1,17:20,18:10,LU  MI  VI,ISMAEL HOMERO JEREZ GONZALEZ,,Sin restricciones
0960 MATEMATICA PARA COMPUTACION 1,M,PRESENCIAL,T-3,209,08:00,08:50,LU  MI  VI,JOSE ALFREDO GONZALEZ DIAZ,DÁMARIS MAGALI ARCE GUZMÁN,Sin restricciones
2001 PRACTICAS FINALES INGENIERIA CIVIL,M,PRESENCIAL,EPS,EPS-1,20:40,21:30,MA,JUAN MERCK COS,,Sin restricciones
2025 PRACTICAS INICIALES,M,PRESENCIAL,T-3,305,13:10,14:50,JU,EDWIN ESTUARDO SARCEÑO ZEPEDA,,Ver Restricciones
2036 PRACTICAS INTERMEDIAS,M,PRESENCIAL,T-3,214,14:00,15:40,MA,EDWIN ESTUARDO SARCEÑO ZEPEDA,,Ver Restricciones
3658 ADMINISTRACION DE PERSONAL (DIPLOMADO),M,PRESENCIAL,T-3,112,19:00,19:50,LU  MI  VI,MIRIAM PATRICIA RUBIO CONTRERAS DE AKU,,Sin restricciones
7983 SEMINARIO DE INVESTIGACION E.P.S. MECANICA,M,PRESENCIAL,T-3,313,16:30,17:20,LU  MI,EDWIN ESTUARDO SARCEÑO ZEPEDA,,Sin restricciones
0390 TERMODINAMICA 1,M,PRESENCIAL,T-7,301,14:00,14:50,MA  JU,LUIS EDUARDO CORONADO NOJ,,Sin restricciones
0603 INVESTIGACION DE OPERACIONES II,M,PRESENCIAL,T-3,411,14:50,15:40,MA  JU,VICTOR MANUEL AVILA SARMIENTO,,Sin restricciones
0658 ADMINISTRACION DE PERSONAL,M,PRESENCIAL,T-3,410,13:50,15:30,SA,YESSICA ROSMERY CHAMALE NIÑOS,,Sin restricciones
7983 SEMINARIO DE INVESTIGACION E.P.S. MECANICA,M,VIRTUAL,MEET,VIRTUAL,17:20,18:10,MI,DIANA ORALIA SALGUERO ESPANA,,Sin restricciones
0348 QUIMICA GENERAL 1,M+,PRESENCIAL,S-12,404,09:50,10:40,LU MA  JU VI,EDGAR GAMALIEL DE LEON HERNANDEZ,,Ver Restricciones
0662 LEGISLACION 1,M+,PRESENCIAL,T-3,209,15:40,16:30,MA  JU,YOCASTA  IVANOBLA ORTIZ DEL CID,,Ver Restricciones
0664 LEGISLACION 2,M+,PRESENCIAL,T-3,113,16:30,17:20,MA  JU,NANCY MARIA GUTIERREZ SAMAYOA,,Ver Restricciones
0672 FUNDAMENTOS DE ADMINISTRACION,M+,VIRTUAL,0000,00000000,13:10,14:00,LU  MI  VI,CESAR ERNESTO URQUIZU RODAS,,Sin restricciones
3662 LEGISLACION 1 (DIPLOMADO),M+,PRESENCIAL,T-3,209,15:40,16:30,MA  JU,YOCASTA  IVANOBLA ORTIZ DEL CID,,Ver Restricciones
3664 LEGISLACION 2 (DIPLOMADO),M+,PRESENCIAL,T-3,113,16:30,17:20,MA  JU,NANCY MARIA GUTIERREZ SAMAYOA,,Ver Restricciones
0348 QUIMICA GENERAL 1,M-,PRESENCIAL,S-12,408,09:50,10:40,LU MA  JU VI,BYRON RENE AGUILAR UCK,,Ver Restricciones
0662 LEGISLACION 1,M-,PRESENCIAL,T-3,109,15:40,16:30,MA  JU,NANCY MARIA GUTIERREZ SAMAYOA,,Ver Restricciones
0664 LEGISLACION 2,M-,PRESENCIAL,T-3,410,16:30,17:20,MA  JU,JAVIER ANTONIO CERÓN ROSALES,,Ver Restricciones
0672 FUNDAMENTOS DE ADMINISTRACION,M-,VIRTUAL,0000,00000000,13:10,14:00,LU  MI  VI,KAREN NATALIE MEINICKE PALACIOS,,Sin restricciones
3662 LEGISLACION 1 (DIPLOMADO),M-,PRESENCIAL,T-3,109,15:40,16:30,MA  JU,NANCY MARIA GUTIERREZ SAMAYOA,,Ver Restricciones
3664 LEGISLACION 2 (DIPLOMADO),M-,PRESENCIAL,T-3,410,16:30,17:20,MA  JU,JAVIER ANTONIO CERÓN ROSALES,,Ver Restricciones
0348 QUIMICA GENERAL 1,M1,PRESENCIAL,T-5,LAB-Q1,10:40,12:20,LU,DENNIS ANDRÉ GONZÁLEZ FLORES,,Sin restricciones
0348 QUIMICA GENERAL 1,M2,PRESENCIAL,T-5,LAB-Q1,14:00,15:40,LU,TANNIA MAGALY DE LEON MORAN,,Sin restricciones
0348 QUIMICA GENERAL 1,M3,PRESENCIAL,T-5,LAB-Q1,10:40,12:20,LU,DENNIS ANDRÉ GONZÁLEZ FLORES,,Sin restricciones
0200 INGENIERIA ELECTRICA 1,MI,PRESENCIAL,ITUG,1,08:00,12:20,MA,JORGE GILBERTO GONZALEZ PADILLA,,Sin restricciones
0202 INGENIERIA ELECTRICA 2,MI,PRESENCIAL,ITUG,2,08:00,12:20,MA,JORGE GILBERTO GONZALEZ PADILLA,,Sin restricciones
0522 PROCESOS DE MANUFACTURA 2,MI,PRESENCIAL,ITUG,3,08:00,12:20,JU,JOSE FERNANDO PAREDES QUIROA,,Ver Restricciones
0522 PROCESOS DE MANUFACTURA 2,.N,PRESENCIAL,T-7,CNC,15:40,17:20,MI,VICTOR MANUEL RUIZ HERNANDEZ,,Sin restricciones
0200 INGENIERIA ELECTRICA 1,_N,PRESENCIAL,T-1,LAB ELEC,18:10,19:50,MA,BAYRON ARMANDO CUYAN CULAJAY,,Sin restricciones
0212 CONVERSION DE ENERGIA ELECTROMECANICA 1,_N,PRESENCIAL,T-1,LAB-MAQ,16:30,18:10,LU,JOSÉ LUIS MENDÓZA ALVARADO,,Sin restricciones
0214 MAQUINAS ELECTRICAS,_N,PRESENCIAL,T-1,LAB-MAQ,19:00,20:40,MA,JUAN CARLOS MORATAYA RAMOS,,Sin restricciones
0219 TRANSMISION Y DISTRIBUCION,_N,VIRTUAL,MEET,VIRTUAL,19:00,20:40,MA,EDGAR  ESTUARDO CHAJ  RAMIREZ,,Sin restricciones
0219 TRANSMISION Y DISTRIBUCION,_N,VIRTUAL,MEET,VIRTUAL,17:20,18:10,JU,EDGAR  ESTUARDO CHAJ  RAMIREZ,,Sin restricciones
0220 ANALISIS DE SISTEMAS DE POTENCIA 1,_N,HÍBRIDA,HIBR,VIRTUAL,17:20,19:00,MA,EDGAR  ESTUARDO CHAJ  RAMIREZ,,Sin restricciones
0220 ANALISIS DE SISTEMAS DE POTENCIA 1,_N,HÍBRIDA,HIBR,VIRTUAL,19:00,20:40,JU,EDGAR  ESTUARDO CHAJ  RAMIREZ,,Sin restricciones
0224 ALTA TENSION,_N,PRESENCIAL,T-1,LAB-ELEC,08:50,10:30,SA,EDGAR  ESTUARDO CHAJ  RAMIREZ,,Sin restricciones
0238 AUTOMATIZACION INDUSTRIAL,_N,HÍBRIDA,HIBR,VIRTUAL,19:50,20:40,MA,SAUL CABEZAS DURAN,,Sin restricciones
0238 AUTOMATIZACION INDUSTRIAL,_N,HÍBRIDA,HIBR,VIRTUAL,19:00,20:40,JU,SAUL CABEZAS DURAN,,Sin restricciones
0314 CONCRETO ARMADO 1,_N,PRESENCIAL,EXT,PREFAB,14:00,14:50,MA,YEFRY VALENTIN ROSALES JUAREZ,,Sin restricciones
0316 CONCRETO ARMADO 2,_N,PRESENCIAL,EXT,PREFAB,14:50,15:40,MI,YEFRY VALENTIN ROSALES JUAREZ,,Sin restricciones
0440 MICROBIOLOGIA,_N,PRESENCIAL,T-5,LAB-MIC,17:20,20:40,MA,CARLOS SALVADOR WONG DAVI,,Sin restricciones
0009 IDIOMA TECNICO 3,N,HÍBRIDA,HIBR,VIRTUAL,14:00,15:40,LU  MI,ERICKA NATHALIE LOPEZ TORRES,,Sin restricciones
0011 IDIOMA TECNICO 4,N,PRESENCIAL,T-3,402,14:50,15:40,LU MA MI JU,HELEN JEANNETH MARTÍNEZ SUM,CAMILA DEL ROSARIO DOMINGUEZ RODRÍGUEZ,Sin restricciones
0017 AREA SOCIAL HUMANISTICA 1,N,PRESENCIAL,T-3,110,14:00,14:50,LU MA MI  VI,ANA VELA CASTRO MELLADO,RICARDO ENRIQUE CONTRERAS LEMUS,Ver Restricciones
0018 FILOSOFIA DE LA CIENCIA,N,PRESENCIAL,T-3,313,14:50,15:40,MA  JU,MILDRED CATALINA HERNANDEZ ROLDAN,,Sin restricciones
0027 BIOLOGIA,N,PRESENCIAL,T-3,211,17:20,18:10,LU  MI  VI,PABLO ENRIQUE MORALES PANIAGUA,,Sin restricciones
0028 ECOLOGIA,N,PRESENCIAL,T-3,401,14:00,14:50,LU  MI  VI,GERARDO ORDONEZ,,Sin restricciones
0030 GEOGRAFIA,N,HÍBRIDA,HIBR,VIRTUAL,19:00,20:40,JU,ALAN GIOVANI COSILLO PINTO,,Sin restricciones
0039 DEPORTES 1,N,PRESENCIAL,T-3,317,16:30,17:20,JU,NOEL JOEL GRAMAJO MONTERROSO,BRYAN ESTUARDO DE LEÓN ESTRADA,Ver Restricciones
0060 TALLER DE SIST DE INF GEOGRAFICA,N,HÍBRIDA,HIBR,VIRTUAL,18:10,19:00,LU  MI  VI,PABLO FERNANDO SANTOS SAMAYOA,,Sin restricciones
0069 AREA TECNICA COMPLEMENTARIA 1,N,PRESENCIAL,S-11,106-DIB,14:00,15:40,JU,ALLEN EDUARDO RAMIREZ TOLEDO,YOLANDA ELIZABETH SILVESTRE SANDOVAL,Ver Restricciones
0073 DIBUJO TECNICO MECANICO,N,VIRTUAL,MEET,VIRTUAL,19:00,19:50,LU,ESDRAS FELICIANO MIRANDA OROZCO,,Sin restricciones
0080 TOPOGRAFIA 1,N,HÍBRIDA,HIBR,VIRTUAL,19:50,20:40,LU  MI  VI,BRYAN ALEJANDRO CASTAÑON MARTINEZ,,Sin restricciones
0084 TOPOGRAFIA 3,N,HÍBRIDA,HIBR,VIRTUAL,17:20,18:10,LU  MI  VI,JORGE ALEJANDRO AREVALO VALDEZ,,Sin restricciones
0090 PROGRAMACION DE COMPUTADORAS 1,N,PRESENCIAL,T-3,401,13:10,14:00,LU    VI,WILLIAM ESTUARDO ESCOBAR ARGUETA,,Sin restricciones
0092 PROGRAMACION DE COMPUTADORAS 2,N,VIRTUAL,MEET,VIRTUAL,16:30,17:20,LU  MI,HERMAN IGOR VELIZ LINARES,,Sin restricciones
0101 AREA MATEMATICA BASICA 1,N,PRESENCIAL,T-3,110,14:50,16:30,LU MA MI  VI,MARIO RENE DE LEON GARCIA,JULIO ESTUARDO SOLORZANO SOSA,Ver Restricciones
0103 AREA MATEMATICA BASICA 2,N,PRESENCIAL,T-3,309,14:50,16:30,LU MA MI  VI,GUSTAVO ADOLFO SANTOS OROZCO,FÁTIMA LOURDES LÓPEZ LÓPEZ,Sin restricciones
0107 AREA MATEMATICA INTERMEDIA 1,N,PRESENCIAL,T-3,111,14:50,16:30,LU MA MI  VI,NERY AMILCAR MEJIA GODINEZ,ERICK DANIEL CHAJON GALVEZ,Sin restricciones
0112 AREA MATEMATICA INTERMEDIA 2,N,PRESENCIAL,T-7,101,14:50,15:40,LU MA MI  VI,OSCAR ALBERTO MARTINEZ LOBOS,ANGEL JEFERSON QUIM  RAMIREZ,Sin restricciones
0114 AREA MATEMATICA INTERMEDIA 3,N,PRESENCIAL,T-7,101,15:40,16:30,LU MA MI  VI,OSCAR ALBERTO MARTINEZ LOBOS,ANGEL JEFERSON QUIM  RAMIREZ,Sin restricciones
0116 MATEMATICA APLICADA 3,N,PRESENCIAL,T-3,109,14:00,14:50,LU  MI  VI,RENALDO GIRON ALVARADO,BRAYAN ALEXANDER MEJÍA BARRIENTOS,Sin restricciones
0118 MATEMATICA APLICADA 1,N,PRESENCIAL,T-3,213,16:30,17:20,LU  MI  VI,DOUGLAS KENEDY ROMAN AVILA,ANGEL JEFERSON QUIM  RAMIREZ,Sin restricciones
0120 MATEMATICA APLICADA 2,N,PRESENCIAL,T-3,312,15:40,16:30,LU  MI  VI,JOSE MARIA SAQUIMUX CANASTUJ,EDWIN JOSE ECHEVERRIA HERRERA,Sin restricciones
0122 MATEMATICA APLICADA 4,N,PRESENCIAL,T-3,414,14:50,15:40,LU  MI  VI,CARLOS AUGUSTO MORALES SANTACRUZ,BRAYAN HAMLLELO ESTEVEM PRADO MARROQUÍN,Sin restricciones
0123 MATEMATICA APLICADA 5,N,PRESENCIAL,T-3,312,16:30,17:20,LU  MI  VI,JOSE MARIA SAQUIMUX CANASTUJ,EDWIN JOSE ECHEVERRIA HERRERA,Sin restricciones
0150 FISICA 1,N,PRESENCIAL,T-3,215,13:10,14:00,LU  MI JU VI,AMAHAN SANCHEZ ALVAREZ,KIMBERLEE MELISSA HERNANDEZ BOBADILLA,Sin restricciones
0152 FISICA 2,N,PRESENCIAL,T-3,309,14:00,14:50,LU MA MI  VI,CLAUDIA CECILIA CONTRERAS FOLGAR DE ALFARO,EDUARDO RENÉ AGUSTIN MENDOZA,Sin restricciones
0154 FISICA 3,N,PRESENCIAL,T-3,105,17:20,18:10,LU  MI JU VI,ERICK ESTUARDO HERNANDEZ GARCIA,PEDRO PABLO GUZMAN MILIAN,Sin restricciones
0156 FISICA 4,N,PRESENCIAL,T-3,215,14:00,14:50,LU MA MI  VI,AMAHAN SANCHEZ ALVAREZ,KIMBERLEE MELISSA HERNANDEZ BOBADILLA,Sin restricciones
0172 MECANICA ANALITICA 2,N,PRESENCIAL,T-3,305,14:50,15:40,LU MA MI  VI,CALIXTO SANTIAGO MONTEAGUDO CORDERO,MAXEL ANTONI YONATHAN FAJARDO ESPINO,Sin restricciones
0196 CALIDAD DEL AIRE,N,HÍBRIDA,HIBR,VIRTUAL,18:10,19:50,MA  JU,PABLO CESAR ANÍBAL SARAVIA SOLARES,,Sin restricciones
0198 CALIDAD DEL AGUA,N,HÍBRIDA,HIBR,VIRTUAL,18:10,19:00,LU  MI  VI,JORGE MARIO ESTRADA ASTURIAS,,Sin restricciones
0201 INSTALACIONES ELECTRICAS (CIVIL),N,HÍBRIDA,HIBR,VIRTUAL,14:00,15:40,MA,BRIAN  ENRIQUE CHICOL  MORALES,,Sin restricciones
0201 INSTALACIONES ELECTRICAS (CIVIL),N,HÍBRIDA,HIBR,VIRTUAL,14:00,14:50,LU,BRIAN  ENRIQUE CHICOL  MORALES,,Sin restricciones
0202 INGENIERIA ELECTRICA 2,N,HÍBRIDA,HIBR,VIRTUAL,16:30,17:20,LU  MI  VI,JULIO ROLANDO BARRIOS ARCHILA,,Sin restricciones
0204 CIRCUITOS ELECTRICOS 1,N,PRESENCIAL,T-3,114,14:50,15:40,LU  MI  VI,OTTO FERNANDO ANDRINO GONZALEZ,,Sin restricciones
0206 CIRCUITOS ELECTRICOS 2,N,HÍBRIDA,HIBR,VIRTUAL,16:30,17:20,LU  MI  VI,MARIO ALBERTO REYES CALDERÓN,,Sin restricciones
0208 INSTALACIONES ELECTRICAS,N,VIRTUAL,MEET,VIRTUAL,17:20,18:10,LU  MI  VI,GUSTAVO BENIGNO OROZCO GODINEZ,,Sin restricciones
0209 INSTALACION DE EQUIPOS ELECTRONICOS,N,HÍBRIDA,HIBR,VIRTUAL,19:50,20:40,LU  MI  VI,ANA MARÍA NAVARRO  OROZCO,,Sin restricciones
0210 TEORIA ELECTROMAGNETICA 1,N,PRESENCIAL,T-3,315,18:10,19:00,LU  MI  VI,ARMANDO GALVEZ CASTILLO,,Sin restricciones
0211 TEORIA ELECTROMAGNETICA 2,N,HÍBRIDA,HIBR,VIRTUAL,19:50,20:40,MA,HELMUNT FEDERICO CHICOL CABRERA,,Sin restricciones
0211 TEORIA ELECTROMAGNETICA 2,N,HÍBRIDA,HIBR,VIRTUAL,19:00,20:40,JU,HELMUNT FEDERICO CHICOL CABRERA,,Sin restricciones
0212 CONVERSION DE ENERGIA ELECTROMECANICA 1,N,HÍBRIDA,HIBR,VIRTUAL,19:00,19:50,MA,ENDOR STEVE ORTIZ DEL CID,,Sin restricciones
0212 CONVERSION DE ENERGIA ELECTROMECANICA 1,N,HÍBRIDA,HIBR,VIRTUAL,19:00,20:40,JU,ENDOR STEVE ORTIZ DEL CID,,Sin restricciones
0213 CONVERSION DE ENERGIA ELECTROMECANICA 2,N,HÍBRIDA,HIBR,VIRTUAL,19:50,20:40,LU  MI  VI,LUIS MANUEL PÉREZ ARCHILA,,Sin restricciones
0214 MAQUINAS ELECTRICAS,N,HÍBRIDA,HIBR,VIRTUAL,19:00,19:50,LU  MI  VI,FERNANDO ALFREDO MOSCOSO LIRA,,Sin restricciones
0216 SUBESTACIONES,N,HÍBRIDA,HIBR,VIRTUAL,19:50,20:40,MA,DABNEY IVAN MENDOZA CENTENO,,Sin restricciones
0216 SUBESTACIONES,N,HÍBRIDA,HIBR,VIRTUAL,19:00,20:40,JU,DABNEY IVAN MENDOZA CENTENO,,Sin restricciones
0218 LINEAS DE TRANSMISION,N,PRESENCIAL,T-3,112,19:50,20:40,LU  MI  VI,ARMANDO GALVEZ CASTILLO,,Sin restricciones
0219 TRANSMISION Y DISTRIBUCION,N,HÍBRIDA,HIBR,VIRTUAL,15:40,16:30,MA,SAUL CABEZAS DURAN,,Sin restricciones
0219 TRANSMISION Y DISTRIBUCION,N,HÍBRIDA,HIBR,VIRTUAL,15:40,17:20,JU,SAUL CABEZAS DURAN,,Sin restricciones
0220 ANALISIS DE SISTEMAS DE POTENCIA 1,N,PRESENCIAL,T-1,L-III-7,19:00,19:50,LU  MI  VI,JORGE LUIS PEREZ RIVERA,,Sin restricciones
0221 SISTEMAS DE GENERACION,N,PRESENCIAL,T-1,L-III-7,18:10,19:00,LU  MI  VI,JORGE LUIS PEREZ RIVERA,,Sin restricciones
0222 PROTECCION DE SISTEMAS DE POTENCIA,N,PRESENCIAL,T-3,212,19:00,19:50,LU  MI  VI,ARMANDO GALVEZ CASTILLO,,Sin restricciones
0224 ALTA TENSION,N,HÍBRIDA,HIBR,VIRTUAL,18:10,19:50,MA,SAUL CABEZAS DURAN,,Sin restricciones
0224 ALTA TENSION,N,HÍBRIDA,HIBR,VIRTUAL,18:10,19:00,JU,SAUL CABEZAS DURAN,,Sin restricciones
0230 INSTRUMENTACION ELECTRICA,N,PRESENCIAL,T-3,114,16:30,17:20,LU  MI  VI,OTTO FERNANDO ANDRINO GONZALEZ,,Sin restricciones
0232 ELECTRONICA  1,N,HÍBRIDA,HIBR,VIRTUAL,19:00,19:50,LU  MI  VI,SERGIO LEONEL GOMEZ BRAVO,,Sin restricciones
0235 ROBOTICA,N,PRESENCIAL,T-3,407,18:10,19:00,LU  MI  VI,JUAN CARLOS CORDOVA ZECEÑA,,Sin restricciones
0238 AUTOMATIZACION INDUSTRIAL,N,HÍBRIDA,HIBR,VIRTUAL,16:30,18:10,MA,SAUL CABEZAS DURAN,,Sin restricciones
0238 AUTOMATIZACION INDUSTRIAL,N,HÍBRIDA,HIBR,VIRTUAL,17:20,18:10,JU,SAUL CABEZAS DURAN,,Sin restricciones
0239 ELECTRONICA APLICADA 2,N,PRESENCIAL,T-1,L-III-8,17:20,18:10,LU  MI  VI,WENDY NORA MIRANDA LOPEZ,,Sin restricciones
0241 RADIOCOMUNICACIONES TERRESTRES,N,HÍBRIDA,HIBR,VIRTUAL,18:10,19:50,MA,HELMUNT FEDERICO CHICOL CABRERA,,Sin restricciones
0241 RADIOCOMUNICACIONES TERRESTRES,N,HÍBRIDA,HIBR,VIRTUAL,18:10,19:00,JU,HELMUNT FEDERICO CHICOL CABRERA,,Sin restricciones
